Level Name,Creator,Level ID,Creator User ID,Difficulty,Reward,,Rating,Song Name,Song Artist,Song ID,Extra Songs,Gamemode,Coins,Coins Status,Duration,Length,Description,Objects,Objects (LDM),LDM,Two Player,Game Version,Level Version,Password,Copied ID,Requested Reward,Editor Time,Editor Time (Copies),Editor Time (+Copies),Upload Date,Update Date
Priority,realtheo,56201843,38678529,Harder,6⭐,6,✨ Featured,Lemons - Primavera,lemons,860672,,⭐ Classic,💿💿💿,Verified,0:00:59.77,🕒 Long,I have tried to combine many styles from tibuti and butiti with each other. Maybe there are some ugly parts but I hope you can enjoy.,"28,866","23,615",✅ Yes,❌ No,2.1,6,177538,N/A,6,21:27:18,N/A,21:27:18,2019-06-24 16:30:21,2019-07-22 15:47:17
Vibrant,ReLunaire,56202551,48491063,Harder,7⭐,7,✨ Featured,TAK - PAE-KI (meganeko Remix),meganeko,684892,,⭐ Classic,💿💿💿,Verified,0:00:59.13,🕒 Long,,"58,894","49,439",✅ Yes,❌ No,2.1,1,123789,56202551,7,0:00:10,18:29:31,18:29:41,2019-06-24 17:20:25,2019-10-04 16:09:45
Shiver,SpKale,56210242,8204309,Easy Demon,10⭐,10,✨ Featured,KgZ- Black Snow (Violin Lead),KgZ,366026,,⭐ Classic,💿💿💿,Verified,0:01:19.66,🕒 Long,he will NEVER cold.,"46,505","22,180",✅ Yes,❌ No,2.1,10,Free Copy,N/A,10,0:54:53,9:24:22,10:19:15,2019-06-25 02:53:45,2022-10-25 16:16:15
Blooming lights 3,Paintingorange,56218456,25266769,Harder,6⭐,6,✨ Featured,Dalux - Hello Hi,daluxmusic,861553,,⭐ Classic,💿💿💿,Verified,0:01:02.02,🕒 Long,"After you are done checking this level out, I would suggest you check out my other 2 Blooming Lights to see the change. Dedications in level","27,263","22,417",✅ Yes,❌ No,2.1,2,No Copy,N/A,6,6:09:18,N/A,6:09:18,2019-06-25 17:29:54,2019-06-26 01:41:38
Upbeat Conquest,Howler,56222071,41474083,Insane,9⭐,9,✨ Featured,Conqueror,archefluxx,791181,,⭐ Classic,💿💿💿,Verified,0:01:07.12,🕒 Long,"Conquer your goals. Focus on the moment. Every second counts. Thank you all. Sorry for the last part, hard to open the editor with 70k objs","68,535","44,279",✅ Yes,❌ No,2.2,4,Free Copy,N/A,10,21:59:31,12:53:23,34:52:54,2019-06-25 21:21:32,2024-08-27 03:41:49
Arid,Fixinator,56222185,20093822,Hard,4⭐,4,🔥 Epic,Dry Out,DJVI,Level 4,,⭐ Classic,💿💿💿,Verified,0:01:20.13,🕒 Long,"When I first got introduced to this amazing game five years ago, back in 1.6 I loved this song.","28,502","25,321",✅ Yes,❌ No,2.1,1,11026,N/A,4,0:07:28,41:34:42,41:42:10,2019-06-25 21:29:06,2019-06-25 21:29:06
Azeotrope,waffybun,56224755,19590767,Medium Demon,10⭐,10,✨ Featured,Teminite - Earthquake,Teminite,801275,,⭐ Classic,,N/A,0:01:09.26,🕒 Long,"This is the sequel to Cirtrax. Thanks to ViewSonic, TriPodX, and Kikaa for helping out with this. Medium-hard demon. 69,420 objects :)","69,420","37,347",✅ Yes,❌ No,2.1,2,177013,48489409,10,0:34:09,79:39:03,80:13:12,2019-06-26 01:01:36,2019-07-20 02:33:55
ssol,cerufiffy,56230037,95256712,Hard,4⭐,4,✨ Featured,Silence,Milina,749352,,⭐ Classic,,N/A,0:00:51.21,🕒 Medium,updated!!!!!! stay mad loserz :D,"10,529",N/A,❌ No,❌ No,2.1,1,Free Copy,N/A,4,0:02:30,18:57:22,18:59:52,2019-06-26 11:54:54,2021-12-06 10:53:36
Keimusho,Alkatraz,56230440,4596252,Hard,5⭐,5,🔥 Epic,Samurai Swing,cornandbeans,156208,,⭐ Classic,💿💿💿,Verified,0:00:58.88,🕒 Long,"Finally have a bit more free time now in summer break, so i decided to finish a level i started 9 months ago, enjoy","49,241","25,461",✅ Yes,❌ No,2.1,2,Free Copy,N/A,4,1:21:48,11:51:07,13:12:55,2019-06-26 12:31:37,2019-06-26 12:40:11
Back On Track II,VecToRx GD,56231461,13432609,Harder,7⭐,7,🔥 Epic,Back on Track 2.0,DJVI,863369,,⭐ Classic,💿💿💿,Verified,0:00:59.16,🕒 Long,Shoulda made this extreme demon :/,"31,519",N/A,❌ No,❌ No,2.1,1,Free Copy,N/A,7,21:26:57,N/A,21:26:57,2019-06-26 13:59:05,2019-06-26 13:59:05
GD Evolution,IyuriI,56232290,6518423,Harder,7⭐,7,✨ Featured,March of Progress OST,Step,673732,,⭐ Classic,💿💿💿,Verified,0:01:22.09,🕒 Long,I had so much nostalgia making it.. Thank you RobTop for this game. GD Evolution from 1.0 to 2.2 (including new gamemode),"17,742",N/A,❌ No,❌ No,2.1,2,Free Copy,N/A,8,42:03:57,N/A,42:03:57,2019-06-26 15:04:03,2020-09-21 19:19:50
Five NightS II,bendykid,56234925,52494824,Harder,6⭐,6,✨ Featured,I Cant Fix You feat. Crusher-P,TheLivingTombstone,717444,,⭐ Classic,💿,Verified,0:01:15.28,🕒 Long,EPILEPSY WARNING- Its finally here! Thank you all for being patient with me and supporting me. Heres my gift to you. Enjoy! Ldm now added.,"77,559","72,502",✅ Yes,❌ No,2.1,2,No Copy,N/A,6,43:30:12,N/A,43:30:12,2019-06-26 18:08:26,2019-06-28 06:17:23
Dormir,CreatorMoldy,56240687,20289501,Hard,4⭐,4,✨ Featured,The Signalist,OcularNebula,578786,,⭐ Classic,,N/A,0:01:02.62,🕒 Long,"After months of development, I present my best creation yet :) Dedicated to all my supporters. Enjoy :D (Sequel to Reveille)","35,440","20,572",✅ Yes,❌ No,2.1,4,1235,N/A,4,12:51:49,N/A,12:51:49,2019-06-27 01:26:20,2019-08-10 13:30:05
Dark Drown,FreakEd7,56247762,4520360,Hard,5⭐,5,🔥 Epic,Gaero - Cobra,ggaero,754537,,⭐ Classic,💿,Verified,0:01:00.42,🕒 Long,"""Alternating classic and modernistic design, while you have difficulties cuz of the annoying darkness"" 2/10    -IGN","64,379","56,552",✅ Yes,❌ No,2.1,2,Free Copy,N/A,5,91:30:16,N/A,91:30:16,2019-06-27 15:01:48,2019-06-29 03:38:06
gamuboru,Takumii,56250138,40700505,Medium Demon,10⭐,10,✨ Featured,EnV - Pneumatic Tokyo,Envy,516336,,⭐ Classic,💿💿💿,Verified,0:01:58.84,🕒 XL,thanks for playing! special thanks to: torch121.  rate demon or I eat your birthday cake >:3,"93,407","81,348",✅ Yes,❌ No,2.1,7,159357,N/A,10,35:48:21,3:06:47,38:55:08,2019-06-27 17:50:14,2019-07-17 02:10:29
Aqua,ReLunaire,56250140,48491063,Harder,6⭐,6,✨ Featured,Sometimes Pancakes,Stratales,547307,,⭐ Classic,,N/A,0:01:01.73,🕒 Long,Tongii's unfinished level finally finished - Have fun and rate 5 stars.,"23,828","22,129",✅ Yes,❌ No,2.1,2,123980,N/A,5,0:55:39,19:11:38,20:07:17,2019-06-27 17:50:31,2019-06-28 17:02:03
Isolation,Tahsen,56252115,86402335,Harder,7⭐,7,✨ Featured,Panda Eyes - Isolated,PandaEyesOfficial,810215,,⭐ Classic,,N/A,0:01:05.37,🕒 Long,"Old level by Manziel that i turned into a megacollab with IcePixelGD, GlitterTV, Srash, and Lexip! Hope you enjoy! My best project","40,064","28,764",✅ Yes,❌ No,2.1,1,No Copy,50219661,7,5:18:15,22:27:58,27:46:13,2019-06-27 19:55:30,2019-06-27 19:55:30
Mystical Path,Zoroa,56252663,3624826,Hard,5⭐,5,🔥 Epic,Attack on Titan - Call of Silence (Apollo Remix),ToneCrush,796519,,⭐ Classic,💿💿,Verified,0:01:01.07,🕒 Long,"Every path you take leads you somewhere, no matter how lost you feel... | Calm level made in 2 nights (Bgs made in 8hrs) | For my bae <3","17,470","11,320",✅ Yes,❌ No,2.1,3,Free Copy,N/A,5,18:57:58,N/A,18:57:58,2019-06-27 20:34:05,2019-06-28 15:26:54
Relaxing Paradise,ChuchitoDomin,56253412,59874339,Easy,2⭐,2,✨ Featured,one day,samuel-mossa,1052494,,⭐ Classic,💿💿💿,Verified,0:01:08.80,🕒 Long,"It's the first time i enjoy doing a level of this type, after months it's finally over, hope you like it and enjoy! :D","58,598","52,241",✅ Yes,❌ No,2.1,1,No Copy,N/A,2,0:00:20,20:41:38,20:41:58,2019-06-27 21:22:07,2021-07-14 22:26:43
Back to me,Jezzel,56255833,13859878,Harder,7⭐,7,🔥 Epic,ALESDA! - Back To You,alexizgd,857863,,⭐ Classic,💿,Verified,0:01:10.28,🕒 Long,"One of my best levels, enjoy! - x) Pass 911187","44,066","41,430",✅ Yes,❌ No,2.1,2,911187,N/A,7,5:48:02,22:53:20,28:41:22,2019-06-28 00:33:10,2019-06-28 04:05:30
Twilight,Typic4l,56256840,80229429,Normal,3⭐,3,🔥 Epic,Purity,Jumper,589597,,⭐ Classic,💿💿,Verified,0:01:02.61,🕒 Long,A night to remember...,"39,588","30,236",❌ No,❌ No,2.1,7,131313,N/A,2,0:03:37,45:21:05,45:24:42,2019-06-28 01:58:54,2019-07-11 08:17:16
photonic alloy,TyphoonThunder,56257489,14405723,Insane,9⭐,9,🔥 Epic,Paper Skies - Comet (Ft. Slyleaf),paperskies,832648,,⭐ Classic,,N/A,0:02:13.26,🕒 XL,wash away the impurities,"53,596","37,329",✅ Yes,❌ No,2.1,7,Free Copy,N/A,9,65:11:05,N/A,65:11:05,2019-06-28 02:55:57,2019-10-13 03:48:49
New Wicked Hue,Jayuff,56258128,8721938,Harder,7⭐,7,🔥 Epic,???????? - Youre My Daylight,joolz125,759463,,⭐ Classic,,N/A,0:01:23.93,🕒 Long,"attempting to mix every color in the color wheel, good luckkk hehehe","30,000",N/A,❌ No,❌ No,2.1,2,No Copy,55895627,8,0:01:56,19:43:53,19:45:49,2019-06-28 04:09:55,2019-06-28 04:15:10
Canicule,aartos,56261057,10084043,Harder,6⭐,6,✨ Featured,Derpcat - Paranormal,DerpCatOfficial,858189,,⭐ Classic,💿,Verified,0:01:01.83,🕒 Long,"#WholeNightChallenge This collab was built during a whole night (8 Hours) ! it is the second made with Vallier, Enjoy :) !","31,233","16,351",✅ Yes,❌ No,2.1,1,Free Copy,N/A,6,0:00:24,6:48:02,6:48:26,2019-06-28 10:48:17,2019-06-28 12:40:55
Black Ice,ToastLord,56262419,4703198,Medium Demon,10⭐,10,✔ Normal,Creo - Black Ice,CreoMusic,771738,,⭐ Classic,,N/A,0:01:11.48,🕒 Long,This should not have taken 8 months. Update: First half is a slightly brighter.,"46,037","40,027",✅ Yes,❌ No,2.1,5,No Copy,N/A,10,0:21:36,56:21:51,56:43:27,2019-06-28 12:55:11,2020-02-04 00:59:50
symmys,alkali,56262604,4266613,Harder,7⭐,7,✨ Featured,Asymmetry,rocky64,815079,,⭐ Classic,,N/A,0:01:06.08,🕒 Long,(No description provided)(dedivorp noitpircsed oN),"13,192",N/A,❌ No,❌ No,2.1,1,815079,N/A,N/A,0:04:45,22:10:13,22:14:58,2019-06-28 13:10:31,2019-06-28 13:10:31
Quiescent,Eridani,56263079,48938548,Insane,8⭐,8,✨ Featured,Attack on Titan - Call of Silence (Apollo Remix),ToneCrush,796519,,⭐ Classic,💿💿💿,Verified,0:01:09.08,🕒 Long,My 4th collab with some pretty epic gmd gamers. Good luck and have fun)/ For Xyle CC3,"54,784","41,332",✅ Yes,❌ No,2.1,4,124369,52063525,8,0:04:59,48:42:52,48:47:51,2019-06-28 13:44:57,2019-06-29 10:57:34
Incandescent,Darwin,56263819,2026335,Insane Demon,10⭐,10,✨ Featured,Sound of Infinity - F-777,F-777,258437,,⭐ Classic,,N/A,0:01:01.54,🕒 Long,"new HARD map!! Collab with Yakimaru, Verified by Mbed","44,425",N/A,❌ No,❌ No,2.1,3,144444,N/A,10,0:29:27,47:56:49,48:26:16,2019-06-28 14:37:17,2019-06-28 15:07:41
Aurora,Kaii07,56268521,77062309,Harder,6⭐,6,✨ Featured,00,garlagan,754936,,⭐ Classic,💿,Verified,0:02:00.36,🕒 XL,h,"58,053","48,594",✅ Yes,❌ No,2.1,1,No Copy,N/A,5,0:47:15,51:54:25,52:41:40,2019-06-28 19:40:34,2019-06-28 19:40:34
Euphoria,Fletzer,56271727,16281898,Insane,9⭐,9,✨ Featured,Euphoria {Dj-Abbic},DjAbbic,591412,,⭐ Classic,💿💿💿,Verified,0:01:05.70,🕒 Long,"I recommend to play this level in practice mode first, Have fun! :D","35,036","33,988",✅ Yes,❌ No,2.1,3,Free Copy,N/A,9,27:10:38,N/A,27:10:38,2019-06-28 23:24:02,2019-06-30 19:25:36
                   2,Ellisha,56279203,15656670,Normal,3⭐,3,✨ Featured,Heliosis,JebusAndTheHolyYoses,413792,,⭐ Classic,💿💿,Verified,0:01:02.62,🕒 Long,yes,"19,226",N/A,❌ No,❌ No,2.1,2,1354,N/A,2,7:16:26,N/A,7:16:26,2019-06-29 11:55:57,2019-06-29 12:11:25
Bloudebafe,MrSpaghetti,56283849,2989276,Easy Demon,10⭐,10,✔ Normal,At the Speed of Light,Dimrain47,467339,,⭐ Classic,💿💿💿,Verified,0:00:59.11,🕒 Long,1.9 Stylled collab with Hydren! Hope you like it! Like and rate (Easy) Demon! :),"24,322","19,616",✅ Yes,❌ No,2.1,1,Free Copy,N/A,10,0:09:39,15:45:13,15:54:52,2019-06-29 17:24:17,2021-08-05 11:54:46
Orbicular,JumpingTheory,56284883,1828444,Normal,3⭐,3,✨ Featured,Nursery Nightmare,3kliksphilip,258390,,⭐ Classic,,N/A,0:00:59.35,🕒 Long,A modern glow level.. i guess,"53,376","50,120",✅ Yes,❌ No,2.1,1,Free Copy,55042517,3,10:30:59,13:18:54,23:49:53,2019-06-29 18:27:57,2019-06-29 18:27:57
Voyager,Darthllama,56287666,61735670,Harder,6⭐,6,✨ Featured,WaWor - Waiting For You (Dalux Remix),daluxmusic,684994,,⭐ Classic,,N/A,0:00:59.62,🕒 Long,New solo level! Hope you enjoy!,"25,033",N/A,❌ No,❌ No,2.1,4,517276,N/A,6,13:27:45,2:45:41,16:13:26,2019-06-29 21:40:54,2019-07-02 17:49:11
Pride,Exiked,56295520,57646541,Harder,6⭐,6,✨ Featured,Fried Sushi,lchavasse,852209,,⭐ Classic,,N/A,0:01:07.31,🕒 Long,"Show your Pride! Dedicated to Mimic,Tesseract, JustVal, The Axien Team, and the LGBT community! ","29,724","29,468",✅ Yes,❌ No,2.1,3,No Copy,55926244,6,0:02:50,5:26:18,5:29:08,2019-06-30 10:25:20,2019-06-30 16:45:37
salute,GeryuilJTL,56297858,41510808,Hard,5⭐,5,✨ Featured,On My Own (feat. Karra),FarOutOfficial,828460,,⭐ Classic,,N/A,0:01:08.71,🕒 Long,"This is my solo level, which I built 4 days. He has the same bright colors as the salute, so I called him that. I hope you like it. Gl!","49,022","23,792",✅ Yes,❌ No,2.1,1,No Copy,N/A,5,11:38:46,1:50:57,13:29:43,2019-06-30 13:56:21,2019-06-30 13:56:21
Rise,Wintter,56302791,18708186,Easy Demon,10⭐,10,✨ Featured,Rise,FarOutOfficial,828356,,⭐ Classic,💿💿💿,Verified,0:00:58.81,🕒 Long,finish that level so fast uwu. Big thank to Teremator for being on my streams yeah. I wish u a lot of luck guys ;) Have fun and enjoy !,"22,858","19,624",✅ Yes,❌ No,2.1,17,Free Copy,N/A,10,19:50:31,N/A,19:50:31,2019-06-30 19:08:10,2019-07-12 16:25:10
Aumetras Wrath,Cirtrax,56304685,16710729,Easy Demon,10⭐,10,🔥 Epic,cYsmix - Aumetra the Witch (Radio Edit),cysmix,841832,,⭐ Classic,,N/A,0:02:01.38,🕒 XL,Aumetra embued this land with a curse... Can you take it down along with her minions? Rate 10 Stars! Verified by Viprin.,"59,550","56,527",✅ Yes,❌ No,2.1,2,Free Copy,N/A,10,0:01:01,85:29:38,85:30:39,2019-06-30 21:11:37,2019-07-02 15:24:03
Skyless,Kaii07,56305093,77062309,Insane,8⭐,8,✨ Featured,ALESDA! - The Reason,alexizgd,857218,,⭐ Classic,,N/A,0:01:01.11,🕒 Long,"So i decided to finsih this little project sitting in my folders. I asked alex if he wanted a part, and he did half. I hope you guys enjoy!.","33,195","32,878",✅ Yes,❌ No,2.1,1,No Copy,55276985,9,0:29:08,24:40:07,25:09:15,2019-06-30 21:43:33,2019-06-30 21:43:33
Artificial lights,xvia,56305530,13215094,Hard,5⭐,5,✨ Featured,????d??t??e ?,Zooloo75,847502,,⭐ Classic,,N/A,0:00:59.24,🕒 Long,,"63,848","19,814",✅ Yes,❌ No,2.1,4,No Copy,N/A,5,14:41:54,N/A,14:41:54,2019-06-30 22:18:13,2019-07-01 17:14:51
SunShine,XenoXenon,56306593,11514975,Hard,4⭐,4,✨ Featured,ALESDA! - Wake Up,alexizgd,821173,,⭐ Classic,💿,Verified,0:01:06.84,🕒 Long,"A New Simple Level For Yall | I Think This One Went Pretty Well :) | Dedicated to : Incidius , XTrailz , SamMaxx , and By7on | Enjoy ;)","42,618","24,838",✅ Yes,❌ No,2.1,1,Free Copy,N/A,4,1:40:04,4:07:31,5:47:35,2019-06-30 23:47:02,2019-06-30 23:47:02
Admonition,LandonGMD,56308548,23394098,Hard,4⭐,4,✨ Featured,SH - Circle,shaggyhaired,421885,,⭐ Classic,💿,Verified,0:01:06.29,🕒 Long,"Scout / Camping themed level. Inspired by qnd dedicated to SPkale and ElectroidDash, two great scouts :3 not at all for Xyle CC3","31,024","30,208",✅ Yes,❌ No,2.1,3,1213,N/A,4,7:57:58,1:30:51,9:28:49,2019-07-01 02:51:36,2019-07-17 18:24:00
dream01,Proxxi,56309758,55421100,Hard,5⭐,5,✨ Featured,Grinded Ice,MonvoiceT,834240,,⭐ Classic,,N/A,0:01:01.22,🕒 Long,finna back with a new simple level.,"22,510","20,044",✅ Yes,❌ No,2.1,1,No Copy,N/A,5,14:34:41,N/A,14:34:41,2019-07-01 05:18:48,2019-07-01 05:18:48
112300,Alex112300,56309844,12901137,Hard,5⭐,5,🔥 Epic,Pyrolysis (Original Mix),KaixoMusic,734427,,⭐ Classic,💿,Verified,0:01:00.66,🕒 Long,A number that you must remember 8),"45,048","35,313",✅ Yes,❌ No,2.1,1,No Copy,N/A,6,25:10:58,N/A,25:10:58,2019-07-01 05:31:47,2019-07-01 05:31:47
strangers,AirSavage,56312218,30599400,Harder,7⭐,7,✨ Featured,Strangers,FarOutOfficial,854353,,⭐ Classic,💿,Verified,0:01:07.31,🕒 Long,Plug in dem apple headphones and enjoy! Inspired by Suixam and HtigerzGD. 7* Just one breakthrough can change everything.,"50,239","43,802",✅ Yes,❌ No,2.1,5,618005,N/A,7,15:18:35,N/A,15:18:35,2019-07-01 10:50:09,2019-07-06 14:09:53
Rose of Despair,Exonium,56314561,50695059,Hard Demon,10⭐,10,✨ Featured,Theory of Everything IV {Fan Made},Domyeah,737162,,⭐ Classic,,N/A,0:01:02.16,🕒 Long,"Made in 3 months. My best one so far, I put a lot of effort. Dedicated to Exxy","53,460",N/A,❌ No,❌ No,2.1,1,557734,N/A,10,82:24:30,N/A,82:24:30,2019-07-01 14:29:23,2019-07-01 14:29:23
Fast processing,Mineber,56321250,3902774,Medium Demon,10⭐,10,✨ Featured,Milky Ways Redux,bossfightofficial,648035,,⭐ Classic,💿,Verified,0:01:06.41,🕒 Long,Description [Optional],"76,605","53,105",✅ Yes,❌ No,2.1,3,121212,52961296,10,1:42:23,41:42:59,43:25:22,2019-07-01 22:14:50,2019-07-03 10:38:22
limitless,Konsi,56321709,79206187,Extreme Demon,10⭐,10,🔥 Epic,Guitar Vs. Piano 1.2,Goukisan,53576,,⭐ Classic,,N/A,0:01:41.20,🕒 Long,upd 1 sw fixed,"72,287","66,390",✅ Yes,❌ No,2.1,2,Free Copy,55891680,N/A,0:01:50,22:55:10,22:57:00,2019-07-01 22:50:13,2020-12-18 02:15:30
Magtronic,DHaner,56324155,16822927,Easy Demon,10⭐,10,🔥 Epic,Rum n Bass,BoomKitty,833658,,⭐ Classic,💿,Verified,0:01:05.06,🕒 Long,So... I'm back :P,"39,667","35,869",✅ Yes,❌ No,2.1,3,Free Copy,N/A,10,1:01:35,43:03:26,44:05:01,2019-07-02 02:23:47,2021-08-01 01:41:33
Jakarta Rush II,Nxtion,56324372,53683917,Harder,6⭐,6,✨ Featured,Sawdust Angels,Schtiffles,744264,,⭐ Classic,💿💿💿,Verified,0:01:11.92,🕒 Long,Yes finally.. new boss here! dedicated to You! *sorry for anything,"27,194","25,009",✅ Yes,❌ No,2.1,5,30504,N/A,6,37:25:07,0:32:46,37:57:53,2019-07-02 02:47:12,2019-07-02 09:14:14
Seance,Diffuse,56329752,20850515,Harder,7⭐,7,🔥 Epic,Rejuvenate,Kolkian,720358,,⭐ Classic,💿💿,Verified,0:01:23.98,🕒 Long,Samoht CC1 also overused song af but still pass = its a free copy dummy,"48,190","45,467",✅ Yes,❌ No,2.1,21,Free Copy,N/A,7,8:44:54,41:40:18,50:25:12,2019-07-02 13:57:07,2019-08-15 20:56:38
Retaliate,R4NGER,56330677,19387606,Insane,8⭐,8,✨ Featured,Multex - Activation,Multex,633175,,⭐ Classic,,N/A,0:01:22.75,🕒 Long,"My first MC I've hosted! Thx TDG Productions, Apty, Kitoun, Fonter, & Skipple for participating. Name suggestion by Little Scoty ^^","79,696","63,652",✅ Yes,❌ No,2.1,2,No Copy,46605510,8,0:28:40,111:24:18,111:52:58,2019-07-02 15:09:25,2019-07-03 11:15:46
Alkaline Groove,Wav,56330761,20568805,Harder,7⭐,7,✨ Featured,NOVEMBER,LemKuuja,759568,,⭐ Classic,,N/A,0:00:59.34,🕒 Long,For Alkali :),"13,509","12,013",✅ Yes,❌ No,2.1,1,125874,N/A,8,12:50:47,N/A,12:50:47,2019-07-02 15:15:35,2019-07-02 15:15:35
Funky Groove,Noxop,56332078,19812324,Harder,7⭐,7,✨ Featured,Golden Funky Groove,LemKuuja,724586,,⭐ Classic,,N/A,0:01:12.04,🕒 Long,Hope you enjoy ^^,"30,573","24,879",✅ Yes,❌ No,2.1,8,986532,N/A,7,3:13:11,14:34:22,17:47:33,2019-07-02 16:49:17,2019-08-31 10:51:01
The Maelstrom,ItzMezzo,56335633,16807920,Medium Demon,10⭐,10,✨ Featured,Sharks - Maelstrom,Sharks,867679,,⭐ Classic,,N/A,0:01:16.21,🕒 Long,First of the two levels promoting Sharks' newest EP ! The level is also dedicated to him ! Rate Demon ! thx to ShakeoffX for playtesting !,"54,678","44,491",✅ Yes,❌ No,2.1,1,513357,N/A,10,28:53:00,N/A,28:53:00,2019-07-02 20:53:05,2019-07-02 20:53:05
Nemesis Prime,FlacoGD,56336014,38280737,Hard Demon,10⭐,10,🔥 Epic,---Digital Mayhem---,Acid-Notation,576176,,⭐ Classic,,N/A,0:01:58.33,🕒 Long,The Legend Of Prime.,"76,840",N/A,❌ No,❌ No,2.1,1,No Copy,N/A,N/A,2:08:06,201:53:58,204:02:04,2019-07-02 21:21:15,2019-07-02 21:21:15
Acute Advance,Ieann,56338173,646345,Harder,6⭐,6,✨ Featured,Bossfight - Okiba Crackdown,bossfightofficial,638737,,⭐ Classic,,N/A,0:01:23.79,🕒 Long,"Level using ome of my favorite songs, hope it did it justice!","43,580","42,539",✅ Yes,❌ No,2.1,2,No Copy,N/A,7,80:03:12,1:12:21,81:15:33,2019-07-03 00:17:15,2019-07-03 09:35:16
nostalgic I ,FurixGD,56338182,84137001,Hard,5⭐,5,✨ Featured,The Force,MafiaPineapple,607493,,⭐ Classic,💿,Verified,0:01:08.53,🕒 Long,endless ramake I hope you like this level-report level bugs in private to improve gameplay quality thanks :),"45,861","27,192",❌ No,❌ No,2.1,1,2002,10992098,5,N/A,28:25:44,28:25:44,2019-07-03 00:18:30,2019-07-03 00:18:30
Misery,PAHC,56344525,19361717,Harder,6⭐,6,✨ Featured,Digimon - Fire! (Piano),J-Yniesta,592427,,⭐ Classic,💿,Verified,0:01:59.32,🕒 XL,So this is finally finished! This level was originally for TWLC 2. It was incredibly tiring to make but I'm glad I manage to push through.,"62,743","45,468",✅ Yes,❌ No,2.1,3,371999,52867565,6,2:37:54,46:11:14,48:49:08,2019-07-03 13:02:09,2019-07-04 08:58:18
Misfits,spuddles,56347916,13856485,Normal,3⭐,3,✨ Featured,A?PhA PaRAdX - ALONE,Alpha-Paradox,796492,,⭐ Classic,,N/A,0:00:59.04,🕒 Long,Some *Neon* level. Dedicated to Fss and Xender Game. For Xyle cc3. Hope you enjoy! (Inspired by the youtube group Misfits btw),"23,069","19,246",✅ Yes,❌ No,2.1,4,Free Copy,N/A,3,15:24:07,N/A,15:24:07,2019-07-03 17:14:59,2019-07-04 07:29:08
Exylem,Oasis,56347961,3837182,Hard,5⭐,5,✨ Featured,Spaze - Dreams,SpazeUnofficial,768489,,⭐ Classic,💿💿,Verified,0:00:59.95,🕒 Long,calm and chill level dedicated to my friend exylem. made in one week. enjoy!,"28,916","26,735",✅ Yes,❌ No,2.1,3,No Copy,N/A,6,0:14:29,18:20:46,18:35:15,2019-07-03 17:18:03,2019-07-04 17:41:52
OasisX,Exylem,56348065,36542836,Harder,6⭐,6,✨ Featured,Sharks - Coral,Sharks,867681,,⭐ Classic,,N/A,0:01:01.59,🕒 Long,"Just a nice calm, 1 week challenge level. Dedicated to my buddy oasisX","30,620",N/A,❌ No,❌ No,2.1,1,No Copy,56124377,6,N/A,18:24:56,18:24:56,2019-07-03 17:26:19,2019-07-07 14:02:24
Mundus,LandonGMD,56348596,23394098,Harder,6⭐,6,✨ Featured,Come With Me,KestutisK,727505,,⭐ Classic,💿💿💿,Verified,0:01:09.24,🕒 Long,"Mundus means world in Latin. This is an old level that Me, WaterVortexGD, Buffed, and JeremyGD4 decided to revive. For xyle CC3","28,786","25,478",✅ Yes,❌ No,2.1,2,6789,49847666,6,0:05:42,18:31:22,18:37:04,2019-07-03 18:02:39,2019-07-03 19:21:10
c h i l l,Th3HungVN,56354371,78311269,Hard,5⭐,5,✨ Featured,Panda Eyes - Colorblind,PandaEyesOfficial,713190,,⭐ Classic,💿💿,Verified,0:01:04.08,🕒 Long,"After a month, i finally done this level (50k obj) , dedication at the end of the level, hope you enjoy :v (overused song btw)","51,038","44,735",✅ Yes,❌ No,2.1,6,147258,56192925,4,8:24:52,21:27:17,29:52:09,2019-07-04 01:22:28,2019-07-30 10:05:26
